<img src="/static/pictures/T1.png", 洗濯処理後のタンブル乾燥処理ができる。<br>高温乾燥：排気温度の上限は最高80°C, <img src="/static/pictures/white.png"
<img src="/static/pictures/T2.png", 洗濯処理後のタンブル乾燥処理ができる。<br>低温乾燥：排気温度の上限は最高60°C, <img src="/static/pictures/white.png"
<img src="/static/pictures/T3.png", 洗濯処理後のタンブル乾燥処理はできない。, <img src="/static/pictures/white.png"
