<img src="/static/pictures/W1.png", 通常のウエットクリーニング処理ができる。, <img src="/static/pictures/white.png"
<img src="/static/pictures/W2.png", 弱いウエットクリーニング処理ができる。, <img src="/static/pictures/white.png"
<img src="/static/pictures/W3.png", 非常に弱いウエットクリーニング処理ができる。, <img src="/static/pictures/white.png"
<img src="/static/pictures/W4.png", ウエットクリーニング処理はできない。, <img src="/static/pictures/white.png"
